FID,Identificacao_Ponto,Tipo_Ponto,Legenda_Vegetacao_Ponto,Latitude,Longitude,Nivel_Amostragem,Tecnica_Amostragem,Variavel_Medida_Amostragem,Forma_Geometrica_Usada_Amostra,Largura_Forma_Geometrica_Amostra_Primaria_metro,Comprimento_Forma_Geometrica_Amostra_Primaria_metro,Volume_Madeira_m3_ou_Lenha_m3stX100_por_Hectare,Total_Individuos_Ponto,Total_Especies_Ponto,the_geom
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22f2,NA20VB/RB/A.93,Inventário,Dme, 03:33:20,-63:50:53,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,114.16,80,33,POINT (-63.8486386732814 3.555490696819744)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22f3,NA20VB/RB/A.94,Inventário,Amc, 03:32:31,-63:50:32,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,77.14,64,32,POINT (-63.84275520766269 3.5417297848429223)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22f4,NA20VB/RB/A.95,Inventário,Dme, 03:40:18,-63:55:49,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,87.03,69,35,POINT (-63.93096209015366 3.6714368617957054)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22f5,NA20VB/RB/A.96,Inventário,Dme, 03:48:19,-64:01:49,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,114.5,96,35,POINT (-64.0309464899929 3.80504812899485)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22f6,NA20VD/RB/A.78,Inventário,Amc, 02:58:07,-63:29:49,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,69.65,45,21,POINT (-63.49764917623664 2.9683680318434194)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22f7,NA20VD/RB/A.79,Inventário,Dme, 02:50:01,-63:41:25,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,64.1,59,32,POINT (-63.690932039479804 2.833457036552043)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22f8,NA20VD/RB/A.80,Inventário,Dme, 02:49:04,-63:42:35,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,136.7,77,22,POINT (-63.7103853962104 2.8175792048247423)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22f9,NA20VD/RB/A.81,Inventário,Dme, 02:48:37,-63:42:24,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,124.63,80,24,POINT (-63.707225013189685 2.810175123273557)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22fa,NA20VD/RB/A.82,Inventário,Dme, 02:48:14,-63:42:54,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,155.22,100,25,POINT (-63.715636375991565 2.8038243827169453)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22fb,NA20VD/RB/A.83,Inventário,Dme, 02:48:28,-63:43:22,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,173.82,91,26,POINT (-63.72352923782847 2.8075206351991366)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22fc,NA20VD/RB/A.84,Inventário,Dme, 02:49:31,-63:42:39,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,150.31,75,17,POINT (-63.711441699202155 2.8249828277813855)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22fd,NA20VD/RB/A.85,Inventário,Dme, 02:48:08,-63:49:02,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,86.82,82,30,POINT (-63.817945349265784 2.8020509795194735)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22fe,NA20VD/RB/A.86,Inventário,Dme, 02:47:46,-63:49:07,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,82.42,62,28,POINT (-63.819268145686785 2.7960467198374617)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22ff,NA20VD/RB/A.87,Inventário,Dmu, 02:55:37,-63:56:44,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,36.94,36,23,POINT (-63.94612221595288 2.9267941927691266)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2300,NA20VD/RB/A.88,Inventário,Dmu, 02:55:03,-63:56:48,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,79.95,47,21,POINT (-63.94743900538041 2.917413760983676)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2301,NA20XA/RB/A.44,Inventário,ONc, 03:44:50,-61:41:35,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,48.6,36,20,POINT (-61.69361563858926 3.7470668078738614)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2302,NA20XA/RB/A.45,Inventário,Fae, 03:10:25,-62:12:30,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,72.45,53,25,POINT (-62.20910164865441 3.1734523966669834)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2303,NA20XA/RB/A.5,Inventário,Dme, 03:52:13,-62:43:21,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,76.18,51,28,POINT (-62.72313576948086 3.8700723346718817)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2304,NA20XA/RB/A.6,Inventário,Dse, 03:17:54,-62:26:49,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,107.38,77,34,POINT (-62.44754220004068 3.298269737910132)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2305,NA20XA/RB/A.61,Inventário,Amp, 03:43:09,-62:31:28,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,59.45,44,25,POINT (-62.525117108421604 3.7189748789578476)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2306,NA20XA/RB/A.7,Inventário,Dse, 03:17:16,-62:26:51,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,93.44,71,28,POINT (-62.44810583242454 3.287612339406381)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2307,NA20XC/RB/A.10,Inventário,Asc, 02:41:06,-62:35:22,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,54.34,42,25,POINT (-62.59020994071048 2.684923771748123)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2308,NA20XC/RB/A.11,Inventário,Dse, 02:19:03,-62:29:08,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,138.48,70,35,POINT (-62.486247126299155 2.317266288997557)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2309,NA20XC/RB/A.12,Inventário,Dse, 02:16:23,-62:41:10,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,102.78,87,27,POINT (-62.68688249508161 2.2727531730837893)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_230a,NA20XC/RB/A.13,Inventário,Asc, 02:15:14,-62:41:08,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,71.9,78,35,POINT (-62.686208525498124 2.2536541850526794)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_230b,NA20XC/RB/A.14,Inventário,Dse, 02:06:18,-62:39:49,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,96.85,51,33,POINT (-62.6641950852364 2.104871387368399)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_230c,NA20XC/RB/A.15,Inventário,Dse, 02:06:35,-62:22:14,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,146.38,85,25,POINT (-62.37114302223671 2.10941330154202)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_230d,NA20XC/RB/A.16,Inventário,Asc, 02:16:17,-61:49:46,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,75.31,53,23,POINT (-61.830037030527386 2.271098544444623)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_230e,NA20XC/RB/A.17,Inventário,Asc, 02:16:39,-61:49:21,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,51.74,52,31,POINT (-61.82305121196172 2.277411499156369)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_230f,NA20XC/RB/A.48,Inventário,Fsu, 02:23:32,-61:56:48,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,51.01,48,21,POINT (-61.947213137360855 2.391960772241896)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2310,NA20XC/RB/A.49,Inventário,Asc, 02:23:01,-61:56:55,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,63.51,39,19,POINT (-61.94931313177367 2.383536437715362)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2311,NA20XC/RB/A.50,Inventário,Asp, 02:02:19,-61:48:49,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,50.21,45,25,POINT (-61.8141476022123 2.038411613672509)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2312,NA20XC/RB/A.51,Inventário,Dsu, 02:42:25,-62:48:49,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,73.06,63,35,POINT (-62.814370513720874 2.7067629879316644)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2313,NA20XC/RB/A.52,Inventário,Asc, 02:41:26,-62:48:46,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,88.78,58,40,POINT (-62.81355267894426 2.6902598087231353)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2314,NA20XC/RB/A.53,Inventário,Dsu, 02:34:54,-62:51:47,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,153.13,92,31,POINT (-62.86361563300772 2.581349858164966)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2315,NA20XC/RB/A.54,Inventário,Dsu, 02:34:06,-62:51:38,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,92.74,85,25,POINT (-62.861155954804545 2.5681470946018283)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2316,NA20XC/RB/A.55,Inventário,Dse, 02:20:14,-62:48:00,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,73.25,61,32,POINT (-62.80078962496982 2.336890677113)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2317,NA20XC/RB/A.56,Inventário,Asc, 02:19:12,-62:48:05,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,74.63,47,30,POINT (-62.8021481611543 2.3198386975038545)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2318,NA20XC/RB/A.57,Inventário,Dsu, 02:33:23,-62:20:09,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,62.8,39,28,POINT (-62.33657147887933 2.556324246828424)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2319,NA20XC/RB/A.58,Inventário,Dsu, 02:34:02,-62:20:09,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,47.66,33,22,POINT (-62.33656559945841 2.5670989422513166)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_231a,NA20XC/RB/A.8,Inventário,Asc, 02:45:17,-62:12:52,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,66.13,46,27,POINT (-62.215017921438665 2.754522370883623)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_231b,NA20XC/RB/A.9,Inventário,Asc, 02:41:49,-62:35:22,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,46.59,42,29,POINT (-62.59020602483036 2.6967240146928635)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_231c,NA20XD/RB/A.34,Inventário,Dse, 02:01:15,-61:04:03,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,56.49,37,21,POINT (-61.068064788145236 2.02062458623454)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_231d,NA20XD/RB/A.35,Inventário,Dse, 02:06:44,-61:04:17,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,162.52,41,16,POINT (-61.07200611373797 2.1121268042324215)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_231e,NA20XD/RB/A.36,Inventário,Dse, 02:09:30,-61:02:16,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,78.59,47,22,POINT (-61.03837087175967 2.158123162623473)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_231f,NA20XD/RB/A.37,Inventário,Dse, 02:11:32,-61:00:34,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,46.45,32,23,POINT (-61.00995945763376 2.191886273725433)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2320,NA20XD/RB/A.38,Inventário,Dse, 02:12:39,-60:59:54,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,65.01,51,26,POINT (-60.9989353581596 2.210519528929586)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2321,NA20XD/RB/A.39,Inventário,Dse, 02:13:48,-60:58:30,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,9.8,14,9,POINT (-60.97575134121068 2.229718431162027)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2322,NA20XD/RB/A.40,Inventário,Fsu, 02:30:12,-60:54:22,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,42.72,30,18,POINT (-60.90681042831064 2.5032655537439386)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2323,NA20YB/RB/A.2,Inventário,Dse, 01:49:59,-63:29:52,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,68.57,46,27,POINT (-63.49850658396807 1.832754981804612)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2324,NA20YB/RB/A.3,Inventário,Dse, 01:47:22,-63:28:24,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,79.91,48,35,POINT (-63.474036438777304 1.7892217127828944)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2325,NA20YB/RB/A.4,Inventário,Dse, 01:18:44,-63:36:31,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,75.4,54,39,POINT (-63.60931775691518 1.3120715783437726)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2326,NA20ZA/RB/A.18,Inventário,Asc, 01:55:08,-61:52:26,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,103.46,58,32,POINT (-61.87459799144051 1.918699377760524)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2327,NA20ZA/RB/A.19,Inventário,Dse, 01:50:32,-62:05:13,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,97.5,66,29,POINT (-62.08767892821595 1.842128507973681)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2328,NA20ZA/RB/A.20,Inventário,Dse, 01:44:25,-62:17:04,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,84.07,53,28,POINT (-62.28512649494803 1.739949305421977)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2329,NA20ZA/RB/A.21,Inventário,Asc, 01:45:00,-62:17:53,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,67.72,40,26,POINT (-62.298803845763956 1.7497884450881496)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_232a,NA20ZA/RB/A.22,Inventário,Asc, 01:45:28,-62:21:10,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,97.95,61,31,POINT (-62.35352705412774 1.7576745779908147)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_232b,NA20ZA/RB/A.23,Inventário,Dse, 01:39:20,-62:25:45,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,115.34,67,28,POINT (-62.42978329333398 1.6554274789062846)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_232c,NA20ZA/RB/A.24,Inventário,Dse, 01:34:02,-62:33:50,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,101,61,33,POINT (-62.56466008108303 1.566955767698469)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_232d,NA20ZA/RB/A.25,Inventário,Dse, 01:30:01,-62:48:02,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,115.5,59,35,POINT (-62.801150849598194 1.5001179268740181)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_232e,NA20ZB/RB/A.29,Inventário,LOc, 01:32:36,-60:57:27,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,84.74,77,19,POINT (-60.958200111188255 1.5431220759348936)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_232f,NA20ZB/RB/A.30,Inventário,ON, 01:57:39,-61:03:50,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,64.4,53,24,POINT (-61.064496919346844 1.960758113253099)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2330,NA20ZB/RB/A.31,Inventário,ON, 01:56:18,-61:04:46,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,126.7,80,33,POINT (-61.080134063349156 1.9380873688401075)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2331,NA20ZB/RB/A.32,Inventário,ON, 01:57:24,-61:07:18,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,59.25,62,22,POINT (-61.12217786424891 1.956460395216567)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2332,NA20ZB/RB/A.33,Inventário,ON, 01:55:34,-61:09:21,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,76.13,62,25,POINT (-61.156471348341256 1.9259555573052412)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2333,NA20ZB/RB/A.71,Inventário,Dau, 01:16:41,-61:19:26,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,78.06,101,27,POINT (-61.324606392555914 1.2777863063019965)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2334,NA20ZC/RB/A.70,Inventário,Dau, 00:12:28,-61:46:45,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,107.57,90,27,POINT (-61.77976830398026 0.207549568886754)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2335,NA20ZD/RB/A.69,Inventário,Dau, 00:50:13,-61:26:37,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,57.18,58,31,POINT (-61.44433157948451 0.8367137434073284)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2336,NA21XD/RB/A.84,Inventário,Dse, 02:03:21,-55:06:28,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,112.28,65,36,POINT (-55.10837548481034 2.055632870557036)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2337,NA21XD/RB/A.85,Inventário,Dse, 02:10:01,-55:20:51,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,219.08,90,54,POINT (-55.34801252968792 2.1668657658687174)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2338,NA21YA/RB/A.11,Inventário,Dse, 01:29:22,-59:45:13,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,41.73,46,21,POINT (-59.754363113004466 1.4891231577441661)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2339,NA21YA/RB/A.3,Inventário,Asc, 01:22:57,-59:34:14,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,41.43,32,19,POINT (-59.5712672253424 1.3822163403882382)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_233a,NA21YA/RB/A.31,Inventário,Dse, 01:27:53,-59:49:46,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,188.29,72,41,POINT (-59.83004704351289 1.4645340496859214)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_233b,NA21YA/RB/A.4,Inventário,Asc, 01:07:36,-59:19:38,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,152.39,101,29,POINT (-59.327764645788854 1.1264119947674789)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_233c,NA21YA/RB/A.5,Inventário,Asc, 01:15:28,-59:31:30,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,193.76,63,36,POINT (-59.52551389673116 1.2576207535210657)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_233d,NA21YA/RB/A.6,Inventário,Asc, 01:24:32,-59:36:05,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,77.68,57,33,POINT (-59.602115563714236 1.408738912932594)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_233e,NA21YA/RB/A.7,Inventário,Dmu, 01:17:33,-59:04:14,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,79.87,53,19,POINT (-59.07106586960016 1.292331301682525)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_233f,NA21YA/RB/A.9,Inventário,Asc, 01:14:12,-59:06:24,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,106.97,87,41,POINT (-59.10734534628621 1.236442840261583)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2340,NA21YB/RB/A.27,Inventário,Dse, 01:05:13,-58:21:37,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,66.77,59,36,POINT (-58.36077110630148 1.0866333532285721)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2341,NA21YB/RB/A.28,Inventário,Dse, 01:04:53,-58:21:43,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,73.82,69,27,POINT (-58.36261839280624 1.0811476939682718)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2342,NA21YB/RB/A.58,Inventário,Dse, 01:33:51,-57:05:27,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,90.96,65,29,POINT (-57.09141678894336 1.5638596358749082)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2343,NA21YB/RB/A.59,Inventário,Dse, 01:34:10,-57:05:23,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,96.41,73,33,POINT (-57.090423049999885 1.569361998088343)
